-,60,_
12596,Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi; 73% poison uptime,attack:1587,force_strike:1334,skill_1:475,skill_2:426,skill_3:739,team_buff:2695,s2_reflect:366,fs_boost:110,fs_poison:3065,s2_poison:1795
5017,_c_Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],!<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi,attack:1509,force_strike:1376,skill_1:199,skill_2:170,skill_3:294,team_buff:1421,s2_reflect:0,fs_boost:46,fs_poison:0,s2_poison:0
-,60,k
13856,Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi; 73% poison uptime,attack:1746,force_strike:1467,skill_1:523,skill_2:469,skill_3:813,team_buff:2964,s2_reflect:403,fs_boost:121,fs_poison:3372,s2_poison:1974
5519,_c_Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],!<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi,attack:1660,force_strike:1513,skill_1:219,skill_2:187,skill_3:324,team_buff:1563,s2_reflect:0,fs_boost:50,fs_poison:0,s2_poison:0
-,60,r
13327,Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi; 73% poison uptime,attack:1587,force_strike:1334,skill_1:546,skill_2:490,skill_3:850,team_buff:2910,s2_reflect:366,fs_boost:110,fs_poison:3065,s2_poison:2064
5230,_c_Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],!<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi,attack:1509,force_strike:1376,skill_1:229,skill_2:195,skill_3:338,team_buff:1535,s2_reflect:0,fs_boost:46,fs_poison:0,s2_poison:0
-,60,kr
14660,Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi; 73% poison uptime,attack:1746,force_strike:1467,skill_1:601,skill_2:539,skill_3:935,team_buff:3201,s2_reflect:403,fs_boost:121,fs_poison:3372,s2_poison:2270
5753,_c_Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],!<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi,attack:1660,force_strike:1513,skill_1:252,skill_2:215,skill_3:372,team_buff:1688,s2_reflect:0,fs_boost:50,fs_poison:0,s2_poison:0
-,60,d
12596,Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi; 73% poison uptime,attack:1587,force_strike:1334,skill_1:475,skill_2:426,skill_3:739,team_buff:2695,s2_reflect:366,fs_boost:110,fs_poison:3065,s2_poison:1795
5017,_c_Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],!<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi,attack:1509,force_strike:1376,skill_1:199,skill_2:170,skill_3:294,team_buff:1421,s2_reflect:0,fs_boost:46,fs_poison:0,s2_poison:0
-,60,kd
13856,Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi; 73% poison uptime,attack:1746,force_strike:1467,skill_1:523,skill_2:469,skill_3:813,team_buff:2964,s2_reflect:403,fs_boost:121,fs_poison:3372,s2_poison:1974
5519,_c_Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],!<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi,attack:1660,force_strike:1513,skill_1:219,skill_2:187,skill_3:324,team_buff:1563,s2_reflect:0,fs_boost:50,fs_poison:0,s2_poison:0
-,60,b
12638,Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi; 73% poison uptime,attack:1526,force_strike:1319,skill_1:474,skill_2:425,skill_3:738,team_buff:2825,s2_reflect:366,fs_boost:110,fs_poison:3060,s2_poison:1792
5070,_c_Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],!<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi,attack:1487,force_strike:1377,skill_1:199,skill_2:170,skill_3:295,team_buff:1494,s2_reflect:0,fs_boost:46,fs_poison:0,s2_poison:0
-,60,kb
13901,Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi; 73% poison uptime,attack:1678,force_strike:1451,skill_1:522,skill_2:468,skill_3:812,team_buff:3107,s2_reflect:402,fs_boost:121,fs_poison:3366,s2_poison:1971
5577,_c_Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],!<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi,attack:1635,force_strike:1515,skill_1:219,skill_2:187,skill_3:324,team_buff:1643,s2_reflect:0,fs_boost:50,fs_poison:0,s2_poison:0
-,60,rd
13327,Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi; 73% poison uptime,attack:1587,force_strike:1334,skill_1:546,skill_2:490,skill_3:850,team_buff:2910,s2_reflect:366,fs_boost:110,fs_poison:3065,s2_poison:2064
5230,_c_Delphi,5*,shadow,dagger,3727,[Mega_Friends+The_Plaguebringer][Fatalis][HDT2],!<no shapeshift & 0 resist & s1 defdown for 10s & reflect 500 damage on every s2>,Fatalis > Chthonius(1+ shift) > Marishiten > Shinobi,attack:1509,force_strike:1376,skill_1:229,skill_2:195,skill_3:338,team_buff:1535,s2_reflect:0,fs_boost:46,fs_poison:0,s2_poison:0
-,60,krd
