-,sp,_
7423,G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],<buff all team & energy & hp70>,,attack:3080,force_strike:331,skill_1:0,skill_2:1554,skill_3:0,team_buff:2232,s2_energized:223
4646,_c_G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],!<buff all team & energy & hp70>,,attack:2882,force_strike:310,skill_1:0,skill_2:1454,skill_3:0,team_buff:0
-,sp,k
8166,G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],<buff all team & energy & hp70>,,attack:3389,force_strike:364,skill_1:0,skill_2:1710,skill_3:0,team_buff:2456,s2_energized:245
5111,_c_G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],!<buff all team & energy & hp70>,,attack:3170,force_strike:341,skill_1:0,skill_2:1600,skill_3:0,team_buff:0
-,sp,r
7869,G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],<buff all team & energy & hp70>,,attack:3080,force_strike:331,skill_1:0,skill_2:1788,skill_3:0,team_buff:2411,s2_energized:256
4865,_c_G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],!<buff all team & energy & hp70>,,attack:2882,force_strike:310,skill_1:0,skill_2:1672,skill_3:0,team_buff:0
-,sp,kr
8656,G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],<buff all team & energy & hp70>,,attack:3389,force_strike:364,skill_1:0,skill_2:1966,skill_3:0,team_buff:2652,s2_energized:282
5351,_c_G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],!<buff all team & energy & hp70>,,attack:3170,force_strike:341,skill_1:0,skill_2:1840,skill_3:0,team_buff:0
-,sp,d
7891,G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],<buff all team & energy & hp70>,,attack:3265,force_strike:351,skill_1:0,skill_2:1648,skill_3:0,team_buff:2389,s2_energized:236
4925,_c_G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],!<buff all team & energy & hp70>,,attack:3054,force_strike:328,skill_1:0,skill_2:1541,skill_3:0,team_buff:0
-,sp,kd
8680,G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],<buff all team & energy & hp70>,,attack:3592,force_strike:386,skill_1:0,skill_2:1812,skill_3:0,team_buff:2628,s2_energized:260
5417,_c_G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],!<buff all team & energy & hp70>,,attack:3360,force_strike:361,skill_1:0,skill_2:1695,skill_3:0,team_buff:0
-,sp,b
7702,G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],<buff all team & energy & hp70>,,attack:3230,force_strike:315,skill_1:0,skill_2:1325,skill_3:0,team_buff:2620,s2_energized:210
4557,_c_G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],!<buff all team & energy & hp70>,,attack:3021,force_strike:295,skill_1:0,skill_2:1239,skill_3:0,team_buff:0
-,sp,kb
8472,G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],<buff all team & energy & hp70>,,attack:3553,force_strike:347,skill_1:0,skill_2:1457,skill_3:0,team_buff:2882,s2_energized:231
5013,_c_G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],!<buff all team & energy & hp70>,,attack:3324,force_strike:325,skill_1:0,skill_2:1363,skill_3:0,team_buff:0
-,sp,rd
8365,G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],<buff all team & energy & hp70>,,attack:3265,force_strike:351,skill_1:0,skill_2:1895,skill_3:0,team_buff:2580,s2_energized:272
5156,_c_G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],!<buff all team & energy & hp70>,,attack:3054,force_strike:328,skill_1:0,skill_2:1772,skill_3:0,team_buff:0
-,sp,krd
9201,G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],<buff all team & energy & hp70>,,attack:3592,force_strike:386,skill_1:0,skill_2:2084,skill_3:0,team_buff:2838,s2_energized:299
5672,_c_G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],!<buff all team & energy & hp70>,,attack:3360,force_strike:361,skill_1:0,skill_2:1950,skill_3:0,team_buff:0
-,sp,rb
8142,G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],<buff all team & energy & hp70>,,attack:3230,force_strike:315,skill_1:0,skill_2:1524,skill_3:0,team_buff:2830,s2_energized:241
4743,_c_G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],!<buff all team & energy & hp70>,,attack:3021,force_strike:295,skill_1:0,skill_2:1425,skill_3:0,team_buff:0
-,sp,krb
8956,G_Elisanne,5*,water,axe,4952,[Beach_Battle+Jewels_of_the_Sun][DJ],<buff all team & energy & hp70>,,attack:3553,force_strike:347,skill_1:0,skill_2:1676,skill_3:0,team_buff:3113,s2_energized:265
